date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:58:39	81971/81971	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Nov%202024%2001:58:33%20GMT	https://tamubali.com/pawiwahan-arunda-radit3/Trident/	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/pawiwahan-arunda-radit3/Trident/index.html	(from https://tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.25.4)
09:58:40	81971/81971	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Nov%202024%2001:58:34%20GMT	https://tamubali.com/pawiwahan-arunda-radit3/Edge/	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/pawiwahan-arunda-radit3/Edge/index.html	(from https://tamubali.com/wp-content/plugins/weddingpress/assets/js/wdp-swiper.min.js)
09:58:41	81971/81971	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Nov%202024%2001:58:34%20GMT	https://tamubali.com/pawiwahan-arunda-radit3/Gecko/	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/pawiwahan-arunda-radit3/Gecko/index.html	(from https://tamubali.com/wp-content/plugins/weddingpress/assets/js/wdp-swiper.min.js)
09:58:41	81971/81971	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Nov%202024%2001:58:34%20GMT	https://tamubali.com/pawiwahan-arunda-radit3/Firefox/	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/pawiwahan-arunda-radit3/Firefox/index.html	(from https://tamubali.com/wp-content/plugins/weddingpress/assets/js/wdp-swiper.min.js)
09:58:42	81971/81971	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Nov%202024%2001:58:37%20GMT	https://tamubali.com/pawiwahan-arunda-radit3/Version/	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/pawiwahan-arunda-radit3/Version/index.html	(from https://tamubali.com/wp-content/plugins/weddingpress/assets/js/wdp-swiper.min.js)
09:58:42	81971/81971	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Nov%202024%2001:58:38%20GMT	https://tamubali.com/pawiwahan-arunda-radit3/version/	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/pawiwahan-arunda-radit3/version/index-2.html	(from https://tamubali.com/wp-content/plugins/weddingpress/assets/js/wdp-swiper.min.js)
09:58:43	81971/81971	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Nov%202024%2001:58:40%20GMT	https://tamubali.com/pawiwahan-arunda-radit3/-negative.svg	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/pawiwahan-arunda-radit3/-negative.svg	(from https://tamubali.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.25.4)
09:58:43	81971/81971	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Nov%202024%2001:58:41%20GMT	https://tamubali.com/pawiwahan-arunda-radit3/window.location.href	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/pawiwahan-arunda-radit3/window.location.href	(from https://tamubali.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.25.2)
09:58:44	81971/81971	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Nov%202024%2001:58:41%20GMT	https://tamubali.com/pawiwahan-arunda-radit3/OPR/	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/pawiwahan-arunda-radit3/OPR/index.html	(from https://tamubali.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.25.4)
09:58:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Nov%202024%2001:58:42%20GMT	https://tamubali.com/pawiwahan-arunda-radit3/f	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/pawiwahan-arunda-radit3/f	(from https://tamubali.com/wp-content/plugins/weddingpress/assets/js/guest-form.js?ver=3.1.11.2)
